trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,to_remove_dups,similar_phenocode,score
icd10,T86,both_sexes,,,T86 Failure and rejection of transplanted organs and tissues,truncated: true,T86 Failure and rejection of transplanted organs and tissues,"Chapter XIX Injury, poisoning and certain other consequences of external causes | T80-T88 Complications of surgical and medical care, not elsewhere classified | T86 Failure and rejection of transplanted organs and tissues",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T86-both_sexes.tsv.bgz.tbi,483,167,271,EUR,1,,,,,415,,,,,,420116,,,,,,0.24236,,,,,,1.0058,,icd10-T86-both_sexes.tsv.bgz,icd10-T86-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T86-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T86-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T86-both_sexes.tsv.bgz.tbi,527753202,1751358,fc3bab2ec736d1ecbdae32cf3407ed20,b0a5bf89bb377b8c3898016b347aaeed,IC_Failure_and_rejection_of_transplanted_organs_and_tissues_h0.24236_n483,T86,0,IC_Failure_and_rejection_of_transplanted_organs_and_tissues_h0.24236,0.991,h2_z_insignificant,,0.0007,T86,0,A49 Bacterial infection of unspecified site,49
icd10,T91,both_sexes,,,T91 Sequelae of injuries of neck and trunk,truncated: true,T91 Sequelae of injuries of neck and trunk,"Chapter XIX Injury, poisoning and certain other consequences of external causes | T90-T98 Sequelae of injuries, of poisoning and of other consequences of external causes | T91 Sequelae of injuries of neck and trunk",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T91-both_sexes.tsv.bgz.tbi,415,152,227,EUR,1,,,,,359,,,,,,420172,,,,,,0.13156,,,,,,1.0036,,icd10-T91-both_sexes.tsv.bgz,icd10-T91-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T91-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T91-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T91-both_sexes.tsv.bgz.tbi,526159063,1751360,1872cf1a346780b81b37919745591082,4d2137eb260bd9f16804784335cd897f,IC_Sequelae_of_injuries_of_neck_and_trunk_h0.13156_n415,T91,0,IC_Sequelae_of_injuries_of_neck_and_trunk_h0.13156,0.983,h2_z_insignificant,,0.0005,T91,0,T93 Sequelae of injuries of lower limb,72
icd10,T93,both_sexes,,,T93 Sequelae of injuries of lower limb,truncated: true,T93 Sequelae of injuries of lower limb,"Chapter XIX Injury, poisoning and certain other consequences of external causes | T90-T98 Sequelae of injuries, of poisoning and of other consequences of external causes | T93 Sequelae of injuries of lower limb",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T93-both_sexes.tsv.bgz.tbi,1083,434,560,EUR,1,,,,,947,,,,,,419584,,,,,,0.10989,,,,,,1.0057,,icd10-T93-both_sexes.tsv.bgz,icd10-T93-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T93-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T93-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T93-both_sexes.tsv.bgz.tbi,536613267,1751758,6744698fa456dac32768df0e79484c25,0544c28eb75351e8e04950597decd2e9,IC_Sequelae_of_injuries_of_lower_limb_h0.10989_n1083,T93,0,IC_Sequelae_of_injuries_of_lower_limb_h0.10989,1.02,h2_z_insignificant,,0.001,T93,0,T91 Sequelae of injuries of neck and trunk,72
icd10,U80,both_sexes,,,U80 Agent resistant to penicillin and related antibiotics,truncated: true,U80 Agent resistant to penicillin and related antibiotics,Chapter XXII Codes for special purposes | U00-U49 Provisional assignment of new diseases of uncertain etiology or emergency use | U80 Agent resistant to penicillin and related antibiotics,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-U80-both_sexes.tsv.bgz.tbi,1008,420,502,EUR,1,,,,,850,,,,,,419681,,,,,,0.12291,,,,,,1.0133,,icd10-U80-both_sexes.tsv.bgz,icd10-U80-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-U80-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-U80-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-U80-both_sexes.tsv.bgz.tbi,535696496,1751504,bb1aaabdbd2b09f9f18223b0d1e2d1e5,e9cc4d4a321a91e347373d6f3fb5beeb,IC_Agent_resistant_to_penicillin_and_related_antibiotics_h0.12291_n1008,U80,0,IC_Agent_resistant_to_penicillin_and_related_antibiotics_h0.12291,0.989,h2_z_insignificant,,0.0029,U80,0,Y41 Other systemic anti-infectives and antiparasitics,47
categorical,20002,both_sexes,1532,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",disc problem,UK Biobank Assessment Centre > Verbal interview > Medical conditions,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1532.tsv.bgz.tbi,421,209,212,EUR,1,,,,,363,,,,,,420110,,,,,,0.17779,,,,,,0.98633,,categorical-20002-both_sexes-1532.tsv.bgz,categorical-20002-both_sexes-1532.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1532.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1532.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1532.tsv.bgz.tbi,526419506,1751111,a3c07064dd804f90025e8fac1e8c2055,18c98a4c7846030262be9ee578bbff1a,CA_Medical_conditions_h0.17779_n421,Z60.8,0,CA_disc_problem_h0.17779,1.02,h2_z_insignificant,,0.002,not_found,1,heart/cardiac problem,67
categorical,20002,both_sexes,1473,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",high cholesterol,UK Biobank Assessment Centre > Verbal interview > Medical conditions,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1473.tsv.bgz.tbi,59776,25886,33890,"AFR,AMR,CSA,EAS,EUR,MID",6,757,104,1681,252,51633,254,5867,876,7168,2455,368840,1341,0.0138,0.051,0,0.013,0.061312,0.0171,0.97973,0.98839,0.98675,1.0139,1.1185,0.94314,categorical-20002-both_sexes-1473.tsv.bgz,categorical-20002-both_sexes-1473.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1473.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1473.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1473.tsv.bgz.tbi,2414639029,2255279,c20d7c3930dcfaf2afb5b27362a8fb13,6d0c2f41d2dee1f16f3b7d7240a56bfe,CA_high_cholesterol_h0.06131_n59776,H71.90,0,CA_high_cholesterol_h0.06131,1.1,not_EUR_plus_1,,0.0406,not_found,0,Hypercholesterolemia,61
categorical,20002,both_sexes,1451,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",hereditary/genetic haematological disorder,UK Biobank Assessment Centre > Verbal interview > Medical conditions,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1451.tsv.bgz.tbi,412,230,182,EUR,1,,,,,366,,,,,,420107,,,,,,0.14141,,,,,,0.99341,,categorical-20002-both_sexes-1451.tsv.bgz,categorical-20002-both_sexes-1451.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1451.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1451.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1451.tsv.bgz.tbi,526147050,1751170,2faa66e3f3f263562c7a0fa3ceeba43d,f68ae578a358c377f9742ef414259b18,CA_Medical_conditions_h0.14141_n412,Z15.89,0,CA_hereditary_genetic_haematological_disorder_h0.14141,1.02,h2_z_insignificant,,0.0051,not_found,0,Nonrheumatic aortic valve disorders,57
categorical,20002,both_sexes,1243,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",psychological/psychiatric problem,UK Biobank Assessment Centre > Verbal interview > Medical conditions,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1243.tsv.bgz.tbi,465,257,208,EUR,1,,,,,398,,,,,,420075,,,,,,0.24214,,,,,,0.97562,,categorical-20002-both_sexes-1243.tsv.bgz,categorical-20002-both_sexes-1243.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1243.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1243.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1243.tsv.bgz.tbi,526782338,1751454,f4001329133367accbec829da6f8c678,8086143d0dee6a7b380dee50949c6174,CA_Medical_conditions_h0.24214_n465,Z65.8,0,CA_psychological_psychiatric_problem_h0.24214,1.01,h2_z_insignificant,,0.003,not_found,1,heart/cardiac problem,52
categorical,20002,both_sexes,1257,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",trapped nerve/compressed nerve,UK Biobank Assessment Centre > Verbal interview > Medical conditions,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1257.tsv.bgz.tbi,1401,682,719,EUR,1,,,,,1239,,,,,,419234,,,,,,0.054887,,,,,,1.0301,,categorical-20002-both_sexes-1257.tsv.bgz,categorical-20002-both_sexes-1257.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1257.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1257.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1257.tsv.bgz.tbi,539160573,1751579,e2f72cdfa0a2451dea95f84aca1e102d,9dd0adfe2ff59ee4859186d1981bc9a7,CA_Medical_conditions_h0.05489_n1401,G55,0,CA_trapped_nerve_compressed_nerve_h0.05489,1.03,h2_z_insignificant,,0.0033,not_found,0,peripheral nerve disorder,47
categorical,20001,both_sexes,99999,,"Cancer code, self-reported","Code for cancer. If the participant was uncertain of the type of cancer they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the cancer could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",unclassifiable,UK Biobank Assessment Centre > Verbal interview > Medical conditions,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20001-both_sexes-99999.tsv.bgz.tbi,519,375,144,EUR,1,,,,,465,,,,,,420008,,,,,,0.11457,,,,,,1.0277,,categorical-20001-both_sexes-99999.tsv.bgz,categorical-20001-both_sexes-99999.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20001-both_sexes-99999.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20001-both_sexes-99999.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20001-both_sexes-99999.tsv.bgz.tbi,529002134,1751321,705bcd84bab1db7711ca2e826e380485,115ed3dbdeabec683196c6765ab60000,CA_Medical_conditions_h0.11457_n519,K52.3,0,CA_unclassifiable_h0.11457,0.981,h2_z_insignificant,,-0.0001,not_found,1,Carbuncle and furuncle,44
icd10,V03,both_sexes,,,"V03 Pedestrian injured in collision with car, pick-up truck or van",truncated: true,"V03 Pedestrian injured in collision with car, pick-up truck or van","Chapter XX External causes of morbidity and mortality | V01-V09 Pedestrian injured in transport accident | V03 Pedestrian injured in collision with car, pick-up truck or van",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-V03-both_sexes.tsv.bgz.tbi,506,245,210,EUR,1,,,,,417,,,,,,420114,,,,,,0.10142,,,,,,1.0042,,icd10-V03-both_sexes.tsv.bgz,icd10-V03-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-V03-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-V03-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-V03-both_sexes.tsv.bgz.tbi,527976735,1751224,e81cdf00fecef8a12ed4ca1b1a8c4779,91208a8cdc263b10d6da053950e85ad5,IC_Pedestrian_injured_in_collision_with_car_pick-up_truck_or_van_h0.10142_n506,V03,0,IC_Pedestrian_injured_in_collision_with_car_pick_up_truck_or_van_h0.10142,0.998,h2_z_insignificant,,0.0021,V03,0,"V13 Pedal cyclist injured in collision with car, pick-up truck or van",89
icd10,V13,both_sexes,,,"V13 Pedal cyclist injured in collision with car, pick-up truck or van",truncated: true,"V13 Pedal cyclist injured in collision with car, pick-up truck or van","Chapter XX External causes of morbidity and mortality | V10-V19 Pedal cyclist injured in transport accident | V13 Pedal cyclist injured in collision with car, pick-up truck or van",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-V13-both_sexes.tsv.bgz.tbi,457,88,333,EUR,1,,,,,410,,,,,,420121,,,,,,0.13064,,,,,,1.01,,icd10-V13-both_sexes.tsv.bgz,icd10-V13-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-V13-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-V13-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-V13-both_sexes.tsv.bgz.tbi,527520388,1751267,e987e35460553253ad1d61868145e089,4c86ab62c6cb6b298d9aa6ff76367b2e,IC_Pedal_cyclist_injured_in_collision_with_car_pick-up_truck_or_van_h0.13064_n457,V13,0,IC_Pedal_cyclist_injured_in_collision_with_car_pick_up_truck_or_van_h0.13064,1,h2_z_insignificant,,-0.0037,V13,0,"V03 Pedestrian injured in collision with car, pick-up truck or van",89
icd10,V43,both_sexes,,,"V43 Car occupant injured in collision with car, pick-up truck or van",truncated: true,"V43 Car occupant injured in collision with car, pick-up truck or van","Chapter XX External causes of morbidity and mortality | V40-V49 Car occupant injured in transport accident | V43 Car occupant injured in collision with car, pick-up truck or van",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-V43-both_sexes.tsv.bgz.tbi,828,436,331,EUR,1,,,,,718,,,,,,419813,,,,,,0.14705,,,,,,1.0021,,icd10-V43-both_sexes.tsv.bgz,icd10-V43-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-V43-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-V43-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-V43-both_sexes.tsv.bgz.tbi,534255765,1751783,e2727412da1590eb60c071912c0fff74,8586a8b8e0031cca6fb33dcbae2c85bb,IC_Car_occupant_injured_in_collision_with_car_pick-up_truck_or_van_h0.14705_n828,V43,0,IC_Car_occupant_injured_in_collision_with_car_pick_up_truck_or_van_h0.14705,0.993,h2_z_insignificant,,0.0012,V43,0,"V13 Pedal cyclist injured in collision with car, pick-up truck or van",88
icd10,V49,both_sexes,,,V49 Car occupant injured in other and unspecified transport accidents,truncated: true,V49 Car occupant injured in other and unspecified transport accidents,Chapter XX External causes of morbidity and mortality | V40-V49 Car occupant injured in transport accident | V49 Car occupant injured in other and unspecified transport accidents,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-V49-both_sexes.tsv.bgz.tbi,321,162,123,EUR,1,,,,,269,,,,,,420262,,,,,,0.077418,,,,,,0.96207,,icd10-V49-both_sexes.tsv.bgz,icd10-V49-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-V49-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-V49-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-V49-both_sexes.tsv.bgz.tbi,522024336,1750807,43c58f5ab7d3bb2a1d3d53471e0655b8,7866d35a2a4fdafe9806e4e8a7f93fd0,IC_Car_occupant_injured_in_other_and_unspecified_transport_accidents_h0.07742_n321,V49,0,IC_Car_occupant_injured_in_other_and_unspecified_transport_accidents_h0.07742,0.98,h2_z_insignificant,,0.002,V49,0,D09 Carcinoma in situ of other and unspecified sites,61
icd10,V80,both_sexes,,,V80 Animal-rider or occupant of animal-drawn vehicle injured in transport accident,truncated: true,V80 Animal-rider or occupant of animal-drawn vehicle injured in transport accident,Chapter XX External causes of morbidity and mortality | V80-V89 Other land transport accidents | V80 Animal-rider or occupant of animal-drawn vehicle injured in transport accident,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-V80-both_sexes.tsv.bgz.tbi,421,316,72,EUR,1,,,,,383,,,,,,420148,,,,,,0.13327,,,,,,1.0086,,icd10-V80-both_sexes.tsv.bgz,icd10-V80-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-V80-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-V80-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-V80-both_sexes.tsv.bgz.tbi,527105507,1751531,75ec4ee1467d20f712e55f168ab07104,c52dd4678cbe5295502f11db60934c22,IC_Animal-rider_or_occupant_of_animal-drawn_vehicle_injured_in_transport_accident_h0.13327_n421,V80,0,IC_Animal_rider_or_occupant_of_animal_drawn_vehicle_injured_in_transport_accident_h0.13327,0.969,not_EUR_plus_1,,0.0088,V80,0,V49 Car occupant injured in other and unspecified transport accidents,57
icd10,W00,both_sexes,,,W00 Fall on same level involving ice and snow,truncated: true,W00 Fall on same level involving ice and snow,Chapter XX External causes of morbidity and mortality | W00-W19 Falls | W00 Fall on same level involving ice and snow,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W00-both_sexes.tsv.bgz.tbi,1407,855,443,EUR,1,,,,,1255,,,,,,419276,,,,,,0.1458,,,,,,0.99143,,icd10-W00-both_sexes.tsv.bgz,icd10-W00-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W00-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W00-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W00-both_sexes.tsv.bgz.tbi,538513865,1751815,ff33b0323bece4bfac2010612ce18ae4,f29a6831e51c774aba003dcc5c81e87b,IC_Fall_on_same_level_involving_ice_and_snow_h0.14580_n1407,W00,0,IC_Fall_on_same_level_involving_ice_and_snow_h0.14580,1.02,h2_z_insignificant,,-0.0026,W00,0,W06 Fall involving bed,60
