;phenocode;X;Unnamed..0;Unnamed..0.1;trait_type;pheno_sex;coding;modifier;description;description_more;coding_description;category;n_cases_full_cohort_both_sexes;n_cases_full_cohort_females;n_cases_full_cohort_males;pops;num_pops;n_cases_AFR;n_cases_AMR;n_cases_CSA;n_cases_EAS;n_cases_EUR;n_cases_MID;n_controls_AFR;n_controls_AMR;n_controls_CSA;n_controls_EAS;n_controls_EUR;n_controls_MID;saige_heritability_AFR;saige_heritability_AMR;saige_heritability_CSA;saige_heritability_EAS;saige_heritability_EUR;saige_heritability_MID;lambda_gc_AFR;lambda_gc_AMR;lambda_gc_CSA;lambda_gc_EAS;lambda_gc_EUR;lambda_gc_MID;filename;filename_tabix;aws_link;aws_link_tabix;wget;wget_tabix;size_in_bytes;size_in_bytes_tabix;md5_hex;md5_hex_tabix;phenocode_annotate_lst;category_manual;coding_description.1;new_pheno_annot;AB_ICD10
295;782.3;1178;1178;6678;phecode;both_sexes;;;Edema;;;symptoms;2809;1245;1347;EUR;1;NA;NA;NA;NA;2461;NA;NA;NA;NA;NA;417712;NA;NA;NA;NA;NA;0.06649;NA;NA;NA;NA;NA;1.0152;NA;phecode-782.3-both_sexes.tsv.bgz;phecode-782.3-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-782.3-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-782.3-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-782.3-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-782.3-both_sexes.tsv.bgz.tbi;543799898;1751769;aeba09e7342f7bfce0765b84eb30e71a;a8c809eefc7d357816e553c5cab27b26;PH_Edema_h0.06649_n2809;abnormal_symptoms;;PH_Edema_h0.06649_n2809;R60
296;791;1179;1179;6686;phecode;both_sexes;;;Gangrene;;;symptoms;918;303;537;EUR;1;NA;NA;NA;NA;791;NA;NA;NA;NA;NA;419740;NA;NA;NA;NA;NA;0.081641;NA;NA;NA;NA;NA;1.0011;NA;phecode-791-both_sexes.tsv.bgz;phecode-791-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-791-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-791-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-791-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-791-both_sexes.tsv.bgz.tbi;534927731;1751416;ca57b7e36af3e74944cb7c16bd44aba2;cf4c0d1815a1f1a8292b84e29a9dc85c;PH_Gangrene_h0.08164_n918;abnormal_symptoms;;PH_Gangrene_h0.08164_n918;R02
297;793;1180;1180;6687;phecode;both_sexes;;;Nonspecific abnormal findings on radiological and other examination of musculoskeletal system;;;symptoms;207;100;93;EUR;1;NA;NA;NA;NA;181;NA;NA;NA;NA;NA;419608;NA;NA;NA;NA;NA;0.076781;NA;NA;NA;NA;NA;0.9662;NA;phecode-793-both_sexes.tsv.bgz;phecode-793-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-793-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-793-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-793-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-793-both_sexes.tsv.bgz.tbi;514556687;1750757;bc3ecc085ae3662d26d40c687003c8b6;9a5260ebf8e16e6d27506adeca5f1846;PH_Nonspecific_abnormal_findings_on_radiological_and_other_examination_of_musculoskeletal_system_h0.07678_n207;abnormal_symptoms;;PH_Nonspecific_abnormal_findings_on_radiological_and_other_examination_of_musculoskeletal_system_h0.07678_n207;R93
298;793.2;1181;1181;6688;phecode;both_sexes;;;Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc);;;symptoms;875;388;419;EUR;1;NA;NA;NA;NA;745;NA;NA;NA;NA;NA;419608;NA;NA;NA;NA;NA;0.095733;NA;NA;NA;NA;NA;1.0106;NA;phecode-793.2-both_sexes.tsv.bgz;phecode-793.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-793.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-793.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-793.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-793.2-both_sexes.tsv.bgz.tbi;533949114;1751511;4fb061d1a852f7092b5db4eadb9367c5;92dfa13845813545a2c5e9887732565f;PH_Nonspecific_abnormal_findings_on_radiological_and_other_examination_of_other_intrathoracic_organs_(echocardiogram,_etc)_h0.09573_n875;abnormal_symptoms;;PH_Nonspecific_abnormal_findings_on_radiological_and_other_examination_of_other_intrathoracic_organs_(echocardiogram,_etc)_h0.09573_n875;R93
299;8.52;883;883;5451;phecode;both_sexes;;;Intestinal infection due to C. difficile;;;infectious diseases;957;452;443;EUR;1;NA;NA;NA;NA;858;NA;NA;NA;NA;NA;407487;NA;NA;NA;NA;NA;0.098847;NA;NA;NA;NA;NA;1.0262;NA;phecode-008.52-both_sexes.tsv.bgz;phecode-008.52-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-008.52-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-008.52-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-008.52-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-008.52-both_sexes.tsv.bgz.tbi;535802672;1751575;24c0c18d8219ef5a6c62b7d50d91a62f;875fa6545d2eee28ee6b9c28a64aecc3;PH_Intestinal_infection_due_to_C._difficile_h0.09885_n957;infectious_diseases;;PH_Intestinal_infection_due_to_C._difficile_h0.09885_n957;A04
300;800.1;1182;1182;6694;phecode;both_sexes;;;Fracture of neck of femur;;;injuries & poisonings;2127;1298;679;EUR;1;NA;NA;NA;NA;1943;NA;NA;NA;NA;NA;395047;NA;NA;NA;NA;NA;0.12761;NA;NA;NA;NA;NA;1.0683;NA;phecode-800.1-both_sexes.tsv.bgz;phecode-800.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-800.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-800.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-800.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-800.1-both_sexes.tsv.bgz.tbi;542445288;1751832;8381035220f4914908d2d4d1bd4dfd3b;f8008bcf6be5ebb253a2a724bff98062;PH_Fracture_of_neck_of_femur_h0.12761_n2127;injuries_poisonings;;PH_Fracture_of_neck_of_femur_h0.12761_n2127;S72
301;800.2;1183;1183;6695;phecode;both_sexes;;;Fracture of unspecified part of femur;;;injuries & poisonings;3267;1854;1187;EUR;1;NA;NA;NA;NA;2977;NA;NA;NA;NA;NA;395047;NA;NA;NA;NA;NA;0.10289;NA;NA;NA;NA;NA;1.0358;NA;phecode-800.2-both_sexes.tsv.bgz;phecode-800.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-800.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-800.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-800.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-800.2-both_sexes.tsv.bgz.tbi;544799908;1752124;3f7586a40a0932ec1826d9ccbb6fd80a;e8dd4f1eb49f1f5afa0c417c994b3a02;PH_Fracture_of_unspecified_part_of_femur_h0.10289_n3267;injuries_poisonings;;PH_Fracture_of_unspecified_part_of_femur_h0.10289_n3267;S72
302;800.3;1184;1184;6696;phecode;both_sexes;;;Fracture of tibia and fibula;;;injuries & poisonings;2764;1271;1271;EUR;1;NA;NA;NA;NA;2465;NA;NA;NA;NA;NA;395047;NA;NA;NA;NA;NA;0.070379;NA;NA;NA;NA;NA;1.0327;NA;phecode-800.3-both_sexes.tsv.bgz;phecode-800.3-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-800.3-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-800.3-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-800.3-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-800.3-both_sexes.tsv.bgz.tbi;543917836;1752016;05bb1cea95edd7986a729679edc299e4;9d7bbb74f66e9de929fc13363ca9d4c2;PH_Fracture_of_tibia_and_fibula_h0.07038_n2764;injuries_poisonings;;PH_Fracture_of_tibia_and_fibula_h0.07038_n2764;S82
303;800.4;1185;1185;6697;phecode;both_sexes;;;Fracture of patella;;;injuries & poisonings;516;281;195;EUR;1;NA;NA;NA;NA;452;NA;NA;NA;NA;NA;395047;NA;NA;NA;NA;NA;0.21639;NA;NA;NA;NA;NA;1.0009;NA;phecode-800.4-both_sexes.tsv.bgz;phecode-800.4-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-800.4-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-800.4-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-800.4-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-800.4-both_sexes.tsv.bgz.tbi;528728593;1751423;2c1ce462ecd1c0044a2e096a49e39b42;7fc99f9ad6f2be0578cfc8e5653a6ad9;PH_Fracture_of_patella_h0.21639_n516;injuries_poisonings;;PH_Fracture_of_patella_h0.21639_n516;S82
304;802;1186;1186;6700;phecode;both_sexes;;;Fracture of pelvis;;;injuries & poisonings;1023;492;456;EUR;1;NA;NA;NA;NA;916;NA;NA;NA;NA;NA;395047;NA;NA;NA;NA;NA;0.15258;NA;NA;NA;NA;NA;0.98915;NA;phecode-802-both_sexes.tsv.bgz;phecode-802-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-802-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-802-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-802-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-802-both_sexes.tsv.bgz.tbi;536475364;1751452;8e39603119fae501e5fbf821a8dd307c;071cb7d3ae144c4a8686d67ea42ec68d;PH_Fracture_of_pelvis_h0.15258_n1023;injuries_poisonings;;PH_Fracture_of_pelvis_h0.15258_n1023;S32
305;809;1187;1187;6708;phecode;both_sexes;;;Fracture of unspecified bones;;;injuries & poisonings;536;200;293;EUR;1;NA;NA;NA;NA;482;NA;NA;NA;NA;NA;395047;NA;NA;NA;NA;NA;0.050035;NA;NA;NA;NA;NA;0.99725;NA;phecode-809-both_sexes.tsv.bgz;phecode-809-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-809-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-809-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-809-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-809-both_sexes.tsv.bgz.tbi;529125791;1751152;7047d26214811d05eec3bd1ddc9489cd;a5bd2c965e0f8e5ed4be797494d3844a;PH_Fracture_of_unspecified_bones_h0.05004_n536;injuries_poisonings;;PH_Fracture_of_unspecified_bones_h0.05004_n536;T14
306;818;1188;1188;6710;phecode;both_sexes;;;Intracranial hemorrhage (injury);;;injuries & poisonings;924;323;514;EUR;1;NA;NA;NA;NA;790;NA;NA;NA;NA;NA;415565;NA;NA;NA;NA;NA;0.050709;NA;NA;NA;NA;NA;0.98384;NA;phecode-818-both_sexes.tsv.bgz;phecode-818-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-818-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-818-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-818-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-818-both_sexes.tsv.bgz.tbi;535112487;1751651;4413c2c91e753ed28c2cdc3d1d37efd8;772517e66438281a1b50c699d48c3bd9;PH_Intracranial_hemorrhage_(injury)_h0.05071_n924;injuries_poisonings;;PH_Intracranial_hemorrhage_(injury)_h0.05071_n924;S06
307;836;1189;1189;6714;phecode;both_sexes;;;Traumatic arthropathy;;;injuries & poisonings;709;295;366;EUR;1;NA;NA;NA;NA;637;NA;NA;NA;NA;NA;397432;NA;NA;NA;NA;NA;0.14167;NA;NA;NA;NA;NA;1.0138;NA;phecode-836-both_sexes.tsv.bgz;phecode-836-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-836-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-836-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-836-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-836-both_sexes.tsv.bgz.tbi;533155743;1751805;5e0f496ae464a3b37184c7f01dc9bce3;e501b9762bfc651654597f48326acae0;PH_Traumatic_arthropathy_h0.14167_n709;injuries_poisonings;;PH_Traumatic_arthropathy_h0.14167_n709;M12
308;840;1190;1190;6715;phecode;both_sexes;;;Sprains and strains;;;injuries & poisonings;635;238;355;EUR;1;NA;NA;NA;NA;566;NA;NA;NA;NA;NA;419939;NA;NA;NA;NA;NA;0.12623;NA;NA;NA;NA;NA;1.0154;NA;phecode-840-both_sexes.tsv.bgz;phecode-840-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-840-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-840-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-840-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-840-both_sexes.tsv.bgz.tbi;531996065;1751620;3819df3943747e9375920b5833bf17cf;ef20caf6a2ef5fc89f8396d326dcc0c4;PH_Sprains_and_strains_h0.12623_n635;injuries_poisonings;;PH_Sprains_and_strains_h0.12623_n635;S63
309;853;1191;1191;6718;phecode;both_sexes;;;Complication of colostomy or enterostomy;;;injuries & poisonings;706;311;341;EUR;1;NA;NA;NA;NA;624;NA;NA;NA;NA;NA;390518;NA;NA;NA;NA;NA;0.13234;NA;NA;NA;NA;NA;0.97866;NA;phecode-853-both_sexes.tsv.bgz;phecode-853-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-853-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-853-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-853-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-853-both_sexes.tsv.bgz.tbi;532784206;1751294;95f9ec79eee2c845977256bdbaad92d5;6b2c3af7dbcf662255f8688251063cc6;PH_Complication_of_colostomy_or_enterostomy_h0.13234_n706;injuries_poisonings;;PH_Complication_of_colostomy_or_enterostomy_h0.13234_n706;K91
310;872;1192;1192;6735;phecode;both_sexes;;;Traumatic amputation;;;injuries & poisonings;1054;259;707;EUR;1;NA;NA;NA;NA;937;NA;NA;NA;NA;NA;400468;NA;NA;NA;NA;NA;0.053295;NA;NA;NA;NA;NA;1.0017;NA;phecode-872-both_sexes.tsv.bgz;phecode-872-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-872-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-872-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-872-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-872-both_sexes.tsv.bgz.tbi;536229812;1751675;6008a51c9714f9d1b1450059221233cf;824daa419d9f727278c3d9c6960e9b74;PH_Traumatic_amputation_h0.05330_n1054;injuries_poisonings;;PH_Traumatic_amputation_h0.05330_n1054;T13
311;907;1193;1193;6737;phecode;both_sexes;;;Injuries to the nervous system;;;injuries & poisonings;1670;639;892;EUR;1;NA;NA;NA;NA;1483;NA;NA;NA;NA;NA;418912;NA;NA;NA;NA;NA;0.061886;NA;NA;NA;NA;NA;0.99688;NA;phecode-907-both_sexes.tsv.bgz;phecode-907-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-907-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-907-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-907-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-907-both_sexes.tsv.bgz.tbi;540577732;1751509;29493de3e4bb64e1cf3232bc4c8063fb;1448a648d4ef3464287258d487103d08;PH_Injuries_to_the_nervous_system_h0.06189_n1670;injuries_poisonings;;PH_Injuries_to_the_nervous_system_h0.06189_n1670;R29
312;916;1194;1194;6741;phecode;both_sexes;;;Contusion;;;injuries & poisonings;2280;964;1128;EUR;1;NA;NA;NA;NA;2017;NA;NA;NA;NA;NA;418514;NA;NA;NA;NA;NA;0.052605;NA;NA;NA;NA;NA;1.0399;NA;phecode-916-both_sexes.tsv.bgz;phecode-916-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-916-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-916-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-916-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-916-both_sexes.tsv.bgz.tbi;542725328;1751808;50231e36e6c74713d7dd3b0344d29e48;ac1200e1c4427a3fe5486203fa3207ce;PH_Contusion_h0.05260_n2280;injuries_poisonings;;PH_Contusion_h0.05260_n2280;S00
313;938.2;1195;1195;6744;phecode;both_sexes;;;Chronic dermatitis due to solar radiation;;;dermatologic;3472;1541;1701;EUR;1;NA;NA;NA;NA;3190;NA;NA;NA;NA;NA;412489;NA;NA;NA;NA;NA;0.056376;NA;NA;NA;NA;NA;1.0402;NA;phecode-938.2-both_sexes.tsv.bgz;phecode-938.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-938.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-938.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-938.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-938.2-both_sexes.tsv.bgz.tbi;544950036;1751798;932c84fd35524c2d7a04467d0e87e130;d23e679522919c6390cc55f7eee33106;PH_Chronic_dermatitis_due_to_solar_radiation_h0.05638_n3472;dermatologic;;PH_Chronic_dermatitis_due_to_solar_radiation_h0.05638_n3472;L57
314;941;1196;1196;6746;phecode;both_sexes;;;Adverse reaction to serum or vaccine;;;injuries & poisonings;361;187;148;EUR;1;NA;NA;NA;NA;322;NA;NA;NA;NA;NA;412489;NA;NA;NA;NA;NA;0.20925;NA;NA;NA;NA;NA;1.0053;NA;phecode-941-both_sexes.tsv.bgz;phecode-941-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-941-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-941-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-941-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-941-both_sexes.tsv.bgz.tbi;524859307;1751050;a904f14406b23e6887db9995b536905e;1d8b08a3916f542a60f827d1a0b9dda5;PH_Adverse_reaction_to_serum_or_vaccine_h0.20925_n361;injuries_poisonings;;PH_Adverse_reaction_to_serum_or_vaccine_h0.20925_n361;Z88
315;946;1197;1197;6747;phecode;both_sexes;;;Anaphylactic shock NOS;;;injuries & poisonings;776;379;339;EUR;1;NA;NA;NA;NA;657;NA;NA;NA;NA;NA;412489;NA;NA;NA;NA;NA;0.24318;NA;NA;NA;NA;NA;1.0179;NA;phecode-946-both_sexes.tsv.bgz;phecode-946-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-946-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-946-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-946-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-946-both_sexes.tsv.bgz.tbi;533165510;1751818;b08bb992edc2c54cc9e8b0ef346953b2;114188bac7693f7ca19c828dfeb50311;PH_Anaphylactic_shock_NOS_h0.24318_n776;injuries_poisonings;;PH_Anaphylactic_shock_NOS_h0.24318_n776;Z87
316;962;1198;1198;6757;phecode;both_sexes;;;Poisoning by hormones and synthetic substitutes;;;injuries & poisonings;701;392;256;EUR;1;NA;NA;NA;NA;610;NA;NA;NA;NA;NA;383239;NA;NA;NA;NA;NA;0.064047;NA;NA;NA;NA;NA;0.97906;NA;phecode-962-both_sexes.tsv.bgz;phecode-962-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-962-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-962-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-962-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-962-both_sexes.tsv.bgz.tbi;532554888;1751641;f54205276bcd2a5ebeeae474354fc3fa;059ebf4f7ebbaec3eb88351d373711ec;PH_Poisoning_by_hormones_and_synthetic_substitutes_h0.06405_n701;injuries_poisonings;;PH_Poisoning_by_hormones_and_synthetic_substitutes_h0.06405_n701;T38
317;962.3;1199;1199;6758;phecode;both_sexes;;;Hormones and synthetic substitutes causing adverse effects in therapeutic use;;;injuries & poisonings;499;282;177;EUR;1;NA;NA;NA;NA;431;NA;NA;NA;NA;NA;383239;NA;NA;NA;NA;NA;0.094877;NA;NA;NA;NA;NA;1.0035;NA;phecode-962.3-both_sexes.tsv.bgz;phecode-962.3-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-962.3-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-962.3-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-962.3-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-962.3-both_sexes.tsv.bgz.tbi;528356999;1751384;0e2d91921b80468b0cf1a1f0fc16f769;7ccf794ce1a1160d0c1d8d47b21c32a3;PH_Hormones_and_synthetic_substitutes_causing_adverse_effects_in_therapeutic_use_h0.09488_n499;injuries_poisonings;;PH_Hormones_and_synthetic_substitutes_causing_adverse_effects_in_therapeutic_use_h0.09488_n499;Y42
318;964;1200;1200;6760;phecode;both_sexes;;;Poisoning by agents primarily affecting blood constituents;;;injuries & poisonings;545;197;301;EUR;1;NA;NA;NA;NA;473;NA;NA;NA;NA;NA;383239;NA;NA;NA;NA;NA;0.07396;NA;NA;NA;NA;NA;1.0376;NA;phecode-964-both_sexes.tsv.bgz;phecode-964-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-964-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-964-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-964-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-964-both_sexes.tsv.bgz.tbi;529371011;1751670;6519a9864a1c264416750440504dfd1f;c79b54b8839415718b903e9d93315734;PH_Poisoning_by_agents_primarily_affecting_blood_constituents_h0.07396_n545;injuries_poisonings;;PH_Poisoning_by_agents_primarily_affecting_blood_constituents_h0.07396_n545;T45
